Designator,Mid X,Mid Y,Rotation,Layer
R69,465.4825,-307.33,0.0,top
R7,388.0,-85.9,180.0,top
R70,465.4825,-310.28,0.0,top
R71,465.4825,-313.23,0.0,top
R72,294.5,-57.5,0.0,top
R73,494.8425,-273.02,0.0,top
R74,494.8425,-275.97,0.0,top
R75,494.8425,-278.92,0.0,top
R76,494.8425,-281.87,0.0,top
R77,487.2925,-312.59,0.0,top
R78,487.2925,-315.54,0.0,top
R79,309.75,-61.0,0.0,top
R8,388.0,-81.7,180.0,top
R80,309.75,-64.25,180.0,top
R81,316.5,-58.0,270.0,top
R82,309.788293,-67.702262,180.0,top
R9,318.8225,-300.8475,0.0,top
TH1,557.93,-140.1,0.0,top
U1,313.49,-99.63,0.0,top
U10,543.2925,-162.3837,270.0,top
U11,543.275,-168.9625,270.0,top
U12,543.3275,-175.5412,270.0,top
U13,543.31,-182.12,270.0,top
U14,388.51,-178.58,270.0,top
U15,398.3475,-168.43,180.0,top
U16,400.915,-178.48,0.0,top
U17,448.21,-99.7,0.0,top
U18,221.5,-157.88,90.0,top
U19,317.975,-67.445,270.0,top
U2,207.58,-157.88,90.0,top
U20,543.345,-188.905,270.0,top
U21,306.3275,-296.7025,270.0,top
U22,313.26,-300.3525,180.0,top
U23,297.24,-295.4525,270.0,top
U24,306.4225,-285.8025,270.0,top
U25,313.26,-289.1525,180.0,top
U26,297.135,-284.5525,270.0,top
U27,497.49,-185.31,180.0,top
U28,328.01,-296.63,0.0,top
U29,497.5,-168.23,0.0,top
U3,230.33,-78.96875,0.0,top
U30,512.99,-167.81,90.0,top
U31,512.99,-185.51,270.0,top
U32,474.0825,-317.01,270.0,top
U33,435.2875,-81.75,270.0,top
U34,474.0825,-293.59,270.0,top
U35,443.4825,-321.2,270.0,top
U36,193.58,-157.88,90.0,top
U4,213.65,-180.12,270.0,top
U5,516.6,-154.305,0.0,top
U6,381.775,-187.025,90.0,top
U7,543.345,-155.805,270.0,top
U8,516.6,-146.4,0.0,top
U9,523.11,-79.18875,0.0,top
Y1,443.19,-106.0,0.0,top
Y2,307.5,-73.25,0.0,top
Y3,485.3625,-288.97,0.0,top
Y4,450.0125,-316.58,0.0,top
Y6,481.0,-312.39,0.0,top
