Frequency [MHz],|S0-0| [-],|S1-0| [-],|S2-0| [-],|S3-0| [-],Arg(S0-0) [rad],Arg(S1-0) [rad],Arg(S2-0) [rad],Arg(S3-0) [rad],Delay 0>0 [s],Delay 0>1 [s],Delay 0>2 [s],Delay 0>3 [s],|Z0| [Ohm],Arg(Z0) [rad]
1.000000e+02, 1.002590e-01, 8.818187e-07, 5.579646e-02, 6.017017e-07, -4.291493e-01, -2.894408e+00, -9.560584e-01, -2.383948e+00, 6.064433e-10, -1.195044e-10, 7.016717e-11, -2.175870e-10, 6.001194e+01, -8.408347e-02
1.029000e+02, 1.007327e-01, 8.820931e-07, 5.581088e-02, 6.033540e-07, -4.401994e-01, -2.892231e+00, -9.573369e-01, -2.379983e+00, 6.007586e-10, -1.194466e-10, 7.018729e-11, -2.170364e-10, 6.000622e+01, -8.651196e-02
1.058000e+02, 1.012174e-01, 8.823665e-07, 5.582548e-02, 6.050156e-07, -4.511460e-01, -2.890054e+00, -9.586158e-01, -2.376028e+00, 5.951295e-10, -1.193297e-10, 7.037598e-11, -2.163558e-10, 6.000034e+01, -8.893934e-02
1.087000e+02, 1.017131e-01, 8.826388e-07, 5.584050e-02, 6.066865e-07, -4.619900e-01, -2.887880e+00, -9.598981e-01, -2.372086e+00, 5.894144e-10, -1.193786e-10, 7.053109e-11, -2.157373e-10, 5.999429e+01, -9.136598e-02
1.116000e+02, 1.022194e-01, 8.829116e-07, 5.585571e-02, 6.083661e-07, -4.727299e-01, -2.885705e+00, -9.611833e-01, -2.368155e+00, 5.835959e-10, -1.192793e-10, 7.060484e-11, -2.150550e-10, 5.998808e+01, -9.379170e-02
1.145000e+02, 1.027364e-01, 8.831822e-07, 5.587118e-02, 6.100549e-07, -4.833637e-01, -2.883531e+00, -9.624698e-01, -2.364236e+00, 5.778960e-10, -1.192096e-10, 7.067767e-11, -2.144355e-10, 5.998172e+01, -9.621627e-02
1.174000e+02, 1.032638e-01, 8.834530e-07, 5.588691e-02, 6.117537e-07, -4.938937e-01, -2.881359e+00, -9.637576e-01, -2.360329e+00, 5.720776e-10, -1.192326e-10, 7.080547e-11, -2.137506e-10, 5.997518e+01, -9.864010e-02
1.203000e+02, 1.038014e-01, 8.837220e-07, 5.590297e-02, 6.134604e-07, -5.043176e-01, -2.879186e+00, -9.650478e-01, -2.356434e+00, 5.662227e-10, -1.191046e-10, 7.095697e-11, -2.131289e-10, 5.996850e+01, -1.010630e-01
1.232000e+02, 1.043491e-01, 8.839909e-07, 5.591924e-02, 6.151771e-07, -5.146349e-01, -2.877016e+00, -9.663407e-01, -2.352551e+00, 5.604492e-10, -1.191134e-10, 7.108255e-11, -2.123804e-10, 5.996165e+01, -1.034847e-01
1.261000e+02, 1.049067e-01, 8.842591e-07, 5.593585e-02, 6.169023e-07, -5.248470e-01, -2.874846e+00, -9.676359e-01, -2.348681e+00, 5.545786e-10, -1.190632e-10, 7.115130e-11, -2.118199e-10, 5.995464e+01, -1.059056e-01
1.290000e+02, 1.054739e-01, 8.845264e-07, 5.595271e-02, 6.186368e-07, -5.349521e-01, -2.872676e+00, -9.689324e-01, -2.344821e+00, 5.487079e-10, -1.189542e-10, 7.130002e-11, -2.110711e-10, 5.994747e+01, -1.083253e-01
1.319000e+02, 1.060507e-01, 8.847925e-07, 5.596978e-02, 6.203799e-07, -5.449502e-01, -2.870509e+00, -9.702316e-01, -2.340975e+00, 5.428851e-10, -1.189491e-10, 7.136700e-11, -2.105089e-10, 5.994014e+01, -1.107439e-01
1.348000e+02, 1.066369e-01, 8.850589e-07, 5.598711e-02, 6.221321e-07, -5.548423e-01, -2.868341e+00, -9.715320e-01, -2.337140e+00, 5.370691e-10, -1.189184e-10, 7.156921e-11, -2.096993e-10, 5.993265e+01, -1.131614e-01
1.377000e+02, 1.072323e-01, 8.853234e-07, 5.600473e-02, 6.238922e-07, -5.646284e-01, -2.866175e+00, -9.728360e-01, -2.333319e+00, 5.311505e-10, -1.187956e-10, 7.163417e-11, -2.090728e-10, 5.992499e+01, -1.155779e-01
1.406000e+02, 1.078367e-01, 8.855877e-07, 5.602260e-02, 6.256622e-07, -5.743066e-01, -2.864010e+00, -9.741413e-01, -2.329509e+00, 5.253889e-10, -1.187672e-10, 7.169819e-11, -2.083248e-10, 5.991719e+01, -1.179931e-01
1.435000e+02, 1.084500e-01, 8.858501e-07, 5.604074e-02, 6.274407e-07, -5.838798e-01, -2.861846e+00, -9.754477e-01, -2.325713e+00, 5.195896e-10, -1.187058e-10, 7.184239e-11, -2.076373e-10, 5.990922e+01, -1.204072e-01
1.464000e+02, 1.090721e-01, 8.861125e-07, 5.605908e-02, 6.292284e-07, -5.933474e-01, -2.859683e+00, -9.767568e-01, -2.321930e+00, 5.137566e-10, -1.186622e-10, 7.198579e-11, -2.069542e-10, 5.990110e+01, -1.228202e-01
1.493000e+02, 1.097027e-01, 8.863739e-07, 5.607763e-02, 6.310238e-07, -6.027087e-01, -2.857521e+00, -9.780685e-01, -2.318159e+00, 5.080325e-10, -1.186022e-10, 7.204715e-11, -2.062671e-10, 5.989281e+01, -1.252318e-01
1.522000e+02, 1.103417e-01, 8.866354e-07, 5.609644e-02, 6.328284e-07, -6.119656e-01, -2.855360e+00, -9.793813e-01, -2.314400e+00, 5.022553e-10, -1.185780e-10, 7.210757e-11, -2.055216e-10, 5.988437e+01, -1.276424e-01
1.551000e+02, 1.109888e-01, 8.868950e-07, 5.611551e-02, 6.346414e-07, -6.211173e-01, -2.853199e+00, -9.806951e-01, -2.310655e+00, 4.965508e-10, -1.184604e-10, 7.224834e-11, -2.047771e-10, 5.987577e+01, -1.300515e-01
1.580000e+02, 1.116440e-01, 8.871543e-07, 5.613479e-02, 6.364628e-07, -6.301651e-01, -2.851041e+00, -9.820116e-01, -2.306924e+00, 4.909198e-10, -1.184207e-10, 7.244245e-11, -2.040978e-10, 5.986702e+01, -1.324594e-01
1.609000e+02, 1.123072e-01, 8.874127e-07, 5.615436e-02, 6.382919e-07, -6.391103e-01, -2.848883e+00, -9.833316e-01, -2.303205e+00, 4.852077e-10, -1.183227e-10, 7.252728e-11, -2.033488e-10, 5.985810e+01, -1.348662e-01
1.638000e+02, 1.129781e-01, 8.876698e-07, 5.617406e-02, 6.401307e-07, -6.479514e-01, -2.846727e+00, -9.846531e-01, -2.299500e+00, 4.796227e-10, -1.182850e-10, 7.258414e-11, -2.026145e-10, 5.984902e+01, -1.372713e-01
1.667000e+02, 1.136567e-01, 8.879260e-07, 5.619402e-02, 6.419765e-07, -6.566907e-01, -2.844572e+00, -9.859757e-01, -2.295808e+00, 4.740606e-10, -1.182300e-10, 7.264004e-11, -2.019312e-10, 5.983980e+01, -1.396753e-01
1.696000e+02, 1.143426e-01, 8.881822e-07, 5.621425e-02, 6.438313e-07, -6.653287e-01, -2.842417e+00, -9.872993e-01, -2.292129e+00, 4.685211e-10, -1.182122e-10, 7.280435e-11, -2.011922e-10, 5.983041e+01, -1.420778e-01
1.725000e+02, 1.150359e-01, 8.884365e-07, 5.623455e-02, 6.456944e-07, -6.738657e-01, -2.840263e+00, -9.886259e-01, -2.288463e+00, 4.630490e-10, -1.181000e-10, 7.291227e-11, -2.003990e-10, 5.982087e+01, -1.444790e-01
1.754000e+02, 1.157362e-01, 8.886905e-07, 5.625520e-02, 6.475650e-07, -6.823030e-01, -2.838111e+00, -9.899544e-01, -2.284811e+00, 4.575652e-10, -1.179885e-10, 7.299364e-11, -1.996634e-10, 5.981116e+01, -1.468787e-01
1.783000e+02, 1.164436e-01, 8.889441e-07, 5.627598e-02, 6.494439e-07, -6.906404e-01, -2.835961e+00, -9.912845e-01, -2.281173e+00, 4.521964e-10, -1.179740e-10, 7.318110e-11, -1.989293e-10, 5.980131e+01, -1.492769e-01
1.812000e+02, 1.171579e-01, 8.891959e-07, 5.629705e-02, 6.513310e-07, -6.988800e-01, -2.833812e+00, -9.926179e-01, -2.277548e+00, 4.468416e-10, -1.178644e-10, 7.312620e-11, -1.981967e-10, 5.979130e+01, -1.516737e-01
1.841000e+02, 1.178789e-01, 8.894474e-07, 5.631822e-02, 6.532264e-07, -7.070220e-01, -2.831664e+00, -9.939504e-01, -2.273937e+00, 4.415390e-10, -1.178333e-10, 7.339360e-11, -1.974116e-10, 5.978114e+01, -1.540690e-01
1.870000e+02, 1.186065e-01, 8.896979e-07, 5.633964e-02, 6.551291e-07, -7.150674e-01, -2.829517e+00, -9.952877e-01, -2.270340e+00, 4.363240e-10, -1.177253e-10, 7.339058e-11, -1.966827e-10, 5.977082e+01, -1.564628e-01
1.899000e+02, 1.193405e-01, 8.899480e-07, 5.636124e-02, 6.570400e-07, -7.230178e-01, -2.827372e+00, -9.966249e-01, -2.266756e+00, 4.310938e-10, -1.177151e-10, 7.360333e-11, -1.959664e-10, 5.976034e+01, -1.588552e-01
1.928000e+02, 1.200808e-01, 8.901963e-07, 5.638300e-02, 6.589577e-07, -7.308728e-01, -2.825227e+00, -9.979661e-01, -2.263185e+00, 4.259537e-10, -1.176091e-10, 7.359903e-11, -1.951245e-10, 5.974971e+01, -1.612459e-01
1.957000e+02, 1.208272e-01, 8.904442e-07, 5.640495e-02, 6.608834e-07, -7.386342e-01, -2.823084e+00, -9.993072e-01, -2.259630e+00, 4.208389e-10, -1.175038e-10, 7.372851e-11, -1.943378e-10, 5.973892e+01, -1.636350e-01
1.986000e+02, 1.215798e-01, 8.906918e-07, 5.642711e-02, 6.628177e-07, -7.463024e-01, -2.820943e+00, -1.000651e+00, -2.256089e+00, 4.158420e-10, -1.174188e-10, 7.388668e-11, -1.936290e-10, 5.972799e+01, -1.660225e-01
2.015000e+02, 1.223382e-01, 8.909381e-07, 5.644935e-02, 6.647588e-07, -7.538796e-01, -2.818804e+00, -1.001997e+00, -2.252561e+00, 4.108394e-10, -1.173933e-10, 7.393282e-11, -1.929105e-10, 5.971690e+01, -1.684084e-01
2.044000e+02, 1.231023e-01, 8.911834e-07, 5.647186e-02, 6.667079e-07, -7.613656e-01, -2.816664e+00, -1.003344e+00, -2.249046e+00, 4.058969e-10, -1.173105e-10, 7.400786e-11, -1.920911e-10, 5.970565e+01, -1.707926e-01
2.073000e+02, 1.238722e-01, 8.914274e-07, 5.649451e-02, 6.686634e-07, -7.687615e-01, -2.814527e+00, -1.004693e+00, -2.245545e+00, 4.010740e-10, -1.172088e-10, 7.421641e-11, -1.913134e-10, 5.969425e+01, -1.731752e-01
2.102000e+02, 1.246476e-01, 8.916710e-07, 5.651732e-02, 6.706276e-07, -7.760696e-01, -2.812391e+00, -1.006045e+00, -2.242059e+00, 3.962170e-10, -1.171862e-10, 7.429030e-11, -1.905005e-10, 5.968270e+01, -1.755561e-01
2.131000e+02, 1.254284e-01, 8.919136e-07, 5.654026e-02, 6.725982e-07, -7.832892e-01, -2.810256e+00, -1.007399e+00, -2.238588e+00, 3.914508e-10, -1.170280e-10, 7.436370e-11, -1.897418e-10, 5.967100e+01, -1.779353e-01
2.160000e+02, 1.262144e-01, 8.921556e-07, 5.656334e-02, 6.745760e-07, -7.904219e-01, -2.808124e+00, -1.008754e+00, -2.235131e+00, 3.868059e-10, -1.170073e-10, 7.448819e-11, -1.889859e-10, 5.965915e+01, -1.803126e-01
2.189000e+02, 1.270056e-01, 8.923966e-07, 5.658664e-02, 6.765609e-07, -7.974700e-01, -2.805992e+00, -1.010111e+00, -2.231687e+00, 3.821283e-10, -1.169294e-10, 7.459108e-11, -1.882330e-10, 5.964713e+01, -1.826884e-01
2.218000e+02, 1.278019e-01, 8.926362e-07, 5.660993e-02, 6.785529e-07, -8.044328e-01, -2.803861e+00, -1.011470e+00, -2.228258e+00, 3.775419e-10, -1.167742e-10, 7.471440e-11, -1.874190e-10, 5.963498e+01, -1.850622e-01
2.247000e+02, 1.286032e-01, 8.928751e-07, 5.663345e-02, 6.805526e-07, -8.113121e-01, -2.801733e+00, -1.012831e+00, -2.224843e+00, 3.730158e-10, -1.167357e-10, 7.478566e-11, -1.866232e-10, 5.962267e+01, -1.874343e-01
2.276000e+02, 1.294092e-01, 8.931139e-07, 5.665711e-02, 6.825586e-07, -8.181089e-01, -2.799606e+00, -1.014194e+00, -2.221442e+00, 3.685498e-10, -1.166815e-10, 7.485642e-11, -1.858799e-10, 5.961021e+01, -1.898045e-01
2.305000e+02, 1.302200e-01, 8.933505e-07, 5.668090e-02, 6.845716e-07, -8.248243e-01, -2.797480e+00, -1.015558e+00, -2.218055e+00, 3.641438e-10, -1.165662e-10, 7.500900e-11, -1.850276e-10, 5.959760e+01, -1.921729e-01
2.334000e+02, 1.310354e-01, 8.935876e-07, 5.670478e-02, 6.865915e-07, -8.314595e-01, -2.795356e+00, -1.016925e+00, -2.214684e+00, 3.597976e-10, -1.164932e-10, 7.516118e-11, -1.842909e-10, 5.958484e+01, -1.945394e-01
2.363000e+02, 1.318553e-01, 8.938233e-07, 5.672874e-02, 6.886182e-07, -8.380154e-01, -2.793233e+00, -1.018294e+00, -2.211326e+00, 3.555109e-10, -1.163636e-10, 7.523059e-11, -1.835100e-10, 5.957193e+01, -1.969040e-01
2.392000e+02, 1.326796e-01, 8.940574e-07, 5.675284e-02, 6.906512e-07, -8.444933e-01, -2.791113e+00, -1.019665e+00, -2.207982e+00, 3.513106e-10, -1.163294e-10, 7.529950e-11, -1.826692e-10, 5.955887e+01, -1.992668e-01
2.421000e+02, 1.335084e-01, 8.942913e-07, 5.677708e-02, 6.926908e-07, -8.508946e-01, -2.788993e+00, -1.021037e+00, -2.204653e+00, 3.470078e-10, -1.162020e-10, 7.545036e-11, -1.818964e-10, 5.954566e+01, -2.016279e-01
2.450000e+02, 1.343409e-01, 8.945236e-07, 5.680141e-02, 6.947365e-07, -8.572175e-01, -2.786876e+00, -1.022412e+00, -2.201339e+00, 3.430591e-10, -1.161693e-10, 7.555058e-11, -1.811739e-10, 5.953231e+01, -2.039862e-01
2.479000e+02, 1.351781e-01, 8.947557e-07, 5.682575e-02, 6.967891e-07, -8.634685e-01, -2.784759e+00, -1.023789e+00, -2.198038e+00, 3.389019e-10, -1.160440e-10, 7.575099e-11, -1.803448e-10, 5.951880e+01, -2.063437e-01
2.508000e+02, 1.360190e-01, 8.949862e-07, 5.685025e-02, 6.988483e-07, -8.696437e-01, -2.782645e+00, -1.025169e+00, -2.194752e+00, 3.348066e-10, -1.159340e-10, 7.571816e-11, -1.794743e-10, 5.950514e+01, -2.086985e-01
2.537000e+02, 1.368636e-01, 8.952171e-07, 5.687473e-02, 7.009132e-07, -8.757443e-01, -2.780532e+00, -1.026548e+00, -2.191482e+00, 3.310262e-10, -1.158325e-10, 7.591769e-11, -1.787630e-10, 5.949134e+01, -2.110507e-01
2.566000e+02, 1.377124e-01, 8.954453e-07, 5.689939e-02, 7.029849e-07, -8.817760e-01, -2.778422e+00, -1.027932e+00, -2.188224e+00, 3.270464e-10, -1.158033e-10, 7.601702e-11, -1.779651e-10, 5.947739e+01, -2.134021e-01
2.595000e+02, 1.385648e-01, 8.956734e-07, 5.692405e-02, 7.050618e-07, -8.877352e-01, -2.776312e+00, -1.029317e+00, -2.184981e+00, 3.231269e-10, -1.156603e-10, 7.608324e-11, -1.771531e-10, 5.946329e+01, -2.157508e-01
2.624000e+02, 1.394206e-01, 8.959007e-07, 5.694885e-02, 7.071450e-07, -8.936229e-01, -2.774204e+00, -1.030703e+00, -2.181754e+00, 3.195104e-10, -1.155753e-10, 7.626490e-11, -1.763453e-10, 5.944905e+01, -2.180968e-01
2.653000e+02, 1.402804e-01, 8.961276e-07, 5.697361e-02, 7.092348e-07, -8.994448e-01, -2.772098e+00, -1.032093e+00, -2.178540e+00, 3.157032e-10, -1.154563e-10, 7.628122e-11, -1.756051e-10, 5.943466e+01, -2.204421e-01
2.682000e+02, 1.411435e-01, 8.963526e-07, 5.699843e-02, 7.113303e-07, -9.051973e-01, -2.769995e+00, -1.033483e+00, -2.175341e+00, 3.119544e-10, -1.153733e-10, 7.651206e-11, -1.747620e-10, 5.942013e+01, -2.227846e-01
2.711000e+02, 1.420097e-01, 8.965772e-07, 5.702329e-02, 7.134314e-07, -9.108815e-01, -2.767892e+00, -1.034877e+00, -2.172156e+00, 3.084972e-10, -1.153134e-10, 7.657702e-11, -1.739673e-10, 5.940544e+01, -2.251244e-01
2.740000e+02, 1.428798e-01, 8.968003e-07, 5.704830e-02, 7.155388e-07, -9.165027e-01, -2.765791e+00, -1.036272e+00, -2.168986e+00, 3.048571e-10, -1.151753e-10, 7.670934e-11, -1.731971e-10, 5.939062e+01, -2.274635e-01
2.769000e+02, 1.437529e-01, 8.970226e-07, 5.707318e-02, 7.176511e-07, -9.220576e-01, -2.763693e+00, -1.037670e+00, -2.165830e+00, 3.012736e-10, -1.150948e-10, 7.677392e-11, -1.723687e-10, 5.937565e+01, -2.297998e-01
2.798000e+02, 1.446289e-01, 8.972443e-07, 5.709820e-02, 7.197689e-07, -9.275472e-01, -2.761595e+00, -1.039069e+00, -2.162690e+00, 2.977458e-10, -1.149584e-10, 7.695513e-11, -1.716508e-10, 5.936053e+01, -2.321333e-01
2.827000e+02, 1.455078e-01, 8.974652e-07, 5.712319e-02, 7.218923e-07, -9.329725e-01, -2.759501e+00, -1.040471e+00, -2.159562e+00, 2.944948e-10, -1.149026e-10, 7.700505e-11, -1.707686e-10, 5.934528e+01, -2.344641e-01
2.856000e+02, 1.463902e-01, 8.976846e-07, 5.714810e-02, 7.240217e-07, -9.383385e-01, -2.757407e+00, -1.041874e+00, -2.156450e+00, 2.910706e-10, -1.148248e-10, 7.723494e-11, -1.700179e-10, 5.932987e+01, -2.367942e-01
2.885000e+02, 1.472754e-01, 8.979035e-07, 5.717306e-02, 7.261558e-07, -9.436422e-01, -2.755315e+00, -1.043282e+00, -2.153352e+00, 2.877001e-10, -1.146912e-10, 7.725036e-11, -1.692091e-10, 5.931433e+01, -2.391214e-01
2.914000e+02, 1.481632e-01, 8.981215e-07, 5.719808e-02, 7.282952e-07, -9.488844e-01, -2.753225e+00, -1.044689e+00, -2.150269e+00, 2.843826e-10, -1.145586e-10, 7.743166e-11, -1.684683e-10, 5.929864e+01, -2.414459e-01
2.943000e+02, 1.490535e-01, 8.983386e-07, 5.722307e-02, 7.304393e-07, -9.540662e-01, -2.751138e+00, -1.046100e+00, -2.147199e+00, 2.813574e-10, -1.144833e-10, 7.756513e-11, -1.676064e-10, 5.928281e+01, -2.437676e-01
2.972000e+02, 1.499472e-01, 8.985551e-07, 5.724793e-02, 7.325891e-07, -9.591929e-01, -2.749052e+00, -1.047513e+00, -2.144146e+00, 2.779007e-10, -1.143759e-10, 7.771153e-11, -1.668755e-10, 5.926683e+01, -2.460885e-01
3.001000e+02, 1.508425e-01, 8.987698e-07, 5.727289e-02, 7.347436e-07, -9.642566e-01, -2.746967e+00, -1.048929e+00, -2.141105e+00, 2.751768e-10, -1.142462e-10, 7.771461e-11, -1.660866e-10, 5.925072e+01, -2.484047e-01
3.030000e+02, 1.517417e-01, 8.989835e-07, 5.729770e-02, 7.369032e-07, -9.692707e-01, -2.744886e+00, -1.050346e+00, -2.138079e+00, 2.718211e-10, -1.141738e-10, 7.802721e-11, -1.652400e-10, 5.923446e+01, -2.507220e-01
3.059000e+02, 1.526426e-01, 8.991966e-07, 5.732250e-02, 7.390685e-07, -9.742236e-01, -2.742805e+00, -1.051767e+00, -2.135068e+00, 2.687817e-10, -1.140458e-10, 7.799535e-11, -1.644844e-10, 5.921807e+01, -2.530345e-01
3.088000e+02, 1.535456e-01, 8.994088e-07, 5.734729e-02, 7.412374e-07, -9.791211e-01, -2.740727e+00, -1.053188e+00, -2.132071e+00, 2.659579e-10, -1.139750e-10, 7.826058e-11, -1.637110e-10, 5.920153e+01, -2.553442e-01
3.117000e+02, 1.544517e-01, 8.996204e-07, 5.737200e-02, 7.434114e-07, -9.839672e-01, -2.738651e+00, -1.054614e+00, -2.129088e+00, 2.629505e-10, -1.137928e-10, 7.831243e-11, -1.629425e-10, 5.918484e+01, -2.576531e-01
3.146000e+02, 1.553599e-01, 8.998306e-07, 5.739663e-02, 7.455904e-07, -9.887585e-01, -2.736577e+00, -1.056041e+00, -2.126119e+00, 2.600495e-10, -1.137479e-10, 7.844790e-11, -1.621404e-10, 5.916803e+01, -2.599592e-01
3.175000e+02, 1.562702e-01, 9.000394e-07, 5.742115e-02, 7.477735e-07, -9.934969e-01, -2.734504e+00, -1.057471e+00, -2.123164e+00, 2.571653e-10, -1.135996e-10, 7.850056e-11, -1.613441e-10, 5.915107e+01, -2.622624e-01
3.204000e+02, 1.571825e-01, 9.002480e-07, 5.744561e-02, 7.499606e-07, -9.981828e-01, -2.732435e+00, -1.058901e+00, -2.120224e+00, 2.543561e-10, -1.135566e-10, 7.876689e-11, -1.605913e-10, 5.913398e+01, -2.645629e-01
3.233000e+02, 1.580968e-01, 9.004551e-07, 5.746998e-02, 7.521527e-07, -1.002817e+00, -2.730365e+00, -1.060336e+00, -2.117298e+00, 2.517177e-10, -1.133541e-10, 7.890348e-11, -1.597436e-10, 5.911673e+01, -2.668605e-01
3.262000e+02, 1.590139e-01, 9.006617e-07, 5.749424e-02, 7.543492e-07, -1.007404e+00, -2.728300e+00, -1.061774e+00, -2.114387e+00, 2.487819e-10, -1.132885e-10, 7.891078e-11, -1.590634e-10, 5.909936e+01, -2.691572e-01
3.291000e+02, 1.599320e-01, 9.008677e-07, 5.751834e-02, 7.565501e-07, -1.011937e+00, -2.726236e+00, -1.063212e+00, -2.111489e+00, 2.462850e-10, -1.131926e-10, 7.917817e-11, -1.581895e-10, 5.908185e+01, -2.714491e-01
3.320000e+02, 1.608527e-01, 9.010717e-07, 5.754237e-02, 7.587545e-07, -1.016425e+00, -2.724173e+00, -1.064655e+00, -2.108607e+00, 2.436176e-10, -1.130484e-10, 7.931615e-11, -1.574578e-10, 5.906420e+01, -2.737402e-01
3.349000e+02, 1.617752e-01, 9.012756e-07, 5.756629e-02, 7.609637e-07, -1.020864e+00, -2.722113e+00, -1.066100e+00, -2.105737e+00, 2.409925e-10, -1.129547e-10, 7.932515e-11, -1.566579e-10, 5.904641e+01, -2.760284e-01
3.378000e+02, 1.626994e-01, 9.014775e-07, 5.759005e-02, 7.631758e-07, -1.025255e+00, -2.720055e+00, -1.067545e+00, -2.102883e+00, 2.384090e-10, -1.128123e-10, 7.963129e-11, -1.559367e-10, 5.902848e+01, -2.783138e-01
3.407000e+02, 1.636253e-01, 9.016793e-07, 5.761361e-02, 7.653926e-07, -1.029599e+00, -2.718000e+00, -1.068996e+00, -2.100042e+00, 2.360369e-10, -1.126955e-10, 7.964176e-11, -1.551843e-10, 5.901042e+01, -2.805963e-01
3.436000e+02, 1.645537e-01, 9.018800e-07, 5.763702e-02, 7.676132e-07, -1.033900e+00, -2.715946e+00, -1.070448e+00, -2.097214e+00, 2.333616e-10, -1.125798e-10, 7.986571e-11, -1.543400e-10, 5.899223e+01, -2.828779e-01
3.465000e+02, 1.654828e-01, 9.020796e-07, 5.766027e-02, 7.698372e-07, -1.038152e+00, -2.713895e+00, -1.071903e+00, -2.094402e+00, 2.309272e-10, -1.125203e-10, 8.000659e-11, -1.535993e-10, 5.897390e+01, -2.851547e-01
3.494000e+02, 1.664134e-01, 9.022785e-07, 5.768341e-02, 7.720648e-07, -1.042360e+00, -2.711845e+00, -1.073361e+00, -2.091603e+00, 2.286671e-10, -1.123511e-10, 8.010267e-11, -1.528639e-10, 5.895543e+01, -2.874286e-01
3.523000e+02, 1.673463e-01, 9.024760e-07, 5.770635e-02, 7.742961e-07, -1.046527e+00, -2.709797e+00, -1.074820e+00, -2.088818e+00, 2.262769e-10, -1.122126e-10, 8.028330e-11, -1.520724e-10, 5.893682e+01, -2.897016e-01
3.552000e+02, 1.682808e-01, 9.026732e-07, 5.772905e-02, 7.765316e-07, -1.050650e+00, -2.707753e+00, -1.076283e+00, -2.086047e+00, 2.237643e-10, -1.121262e-10, 8.046490e-11, -1.513134e-10, 5.891809e+01, -2.919718e-01
3.581000e+02, 1.692157e-01, 9.028684e-07, 5.775151e-02, 7.787697e-07, -1.054727e+00, -2.705710e+00, -1.077749e+00, -2.083290e+00, 2.216108e-10, -1.119894e-10, 8.056373e-11, -1.505334e-10, 5.889922e+01, -2.942371e-01
3.610000e+02, 1.701529e-01, 9.030634e-07, 5.777378e-02, 7.810119e-07, -1.058765e+00, -2.703669e+00, -1.079217e+00, -2.080547e+00, 2.193596e-10, -1.118792e-10, 8.074720e-11, -1.497861e-10, 5.888022e+01, -2.965014e-01
3.639000e+02, 1.710914e-01, 9.032572e-07, 5.779580e-02, 7.832567e-07, -1.062762e+00, -2.701630e+00, -1.080688e+00, -2.077817e+00, 2.171160e-10, -1.117699e-10, 8.084783e-11, -1.490786e-10, 5.886108e+01, -2.987629e-01
3.668000e+02, 1.720312e-01, 9.034499e-07, 5.781763e-02, 7.855050e-07, -1.066718e+00, -2.699594e+00, -1.082162e+00, -2.075101e+00, 2.149075e-10, -1.115807e-10, 8.111702e-11, -1.482818e-10, 5.884181e+01, -3.010215e-01
3.697000e+02, 1.729723e-01, 9.036419e-07, 5.783918e-02, 7.877563e-07, -1.070634e+00, -2.697561e+00, -1.083640e+00, -2.072399e+00, 2.127612e-10, -1.115543e-10, 8.117524e-11, -1.474911e-10, 5.882241e+01, -3.032772e-01
3.726000e+02, 1.739145e-01, 9.038323e-07, 5.786045e-02, 7.900106e-07, -1.074511e+00, -2.695528e+00, -1.085119e+00, -2.069712e+00, 2.105933e-10, -1.113669e-10, 8.136280e-11, -1.468005e-10, 5.880286e+01, -3.055300e-01
3.755000e+02, 1.748580e-01, 9.040219e-07, 5.788148e-02, 7.922683e-07, -1.078348e+00, -2.693499e+00, -1.086601e+00, -2.067037e+00, 2.085142e-10, -1.112350e-10, 8.150734e-11, -1.460213e-10, 5.878321e+01, -3.077799e-01
3.784000e+02, 1.758026e-01, 9.042113e-07, 5.790219e-02, 7.945290e-07, -1.082147e+00, -2.691472e+00, -1.088086e+00, -2.064376e+00, 2.064400e-10, -1.111302e-10, 8.169712e-11, -1.453090e-10, 5.876341e+01, -3.100269e-01
3.813000e+02, 1.767482e-01, 9.043995e-07, 5.792266e-02, 7.967920e-07, -1.085909e+00, -2.689447e+00, -1.089575e+00, -2.061728e+00, 2.044254e-10, -1.110264e-10, 8.180045e-11, -1.445418e-10, 5.874348e+01, -3.122709e-01
3.842000e+02, 1.776949e-01, 9.045865e-07, 5.794272e-02, 7.990579e-07, -1.089634e+00, -2.687424e+00, -1.091066e+00, -2.059095e+00, 2.024149e-10, -1.108691e-10, 8.199274e-11, -1.438411e-10, 5.872342e+01, -3.145121e-01
3.871000e+02, 1.786427e-01, 9.047718e-07, 5.796255e-02, 8.013262e-07, -1.093322e+00, -2.685404e+00, -1.092560e+00, -2.056474e+00, 2.004355e-10, -1.107406e-10, 8.214256e-11, -1.430252e-10, 5.870323e+01, -3.167503e-01
3.900000e+02, 1.795914e-01, 9.049568e-07, 5.798205e-02, 8.035976e-07, -1.096974e+00, -2.683386e+00, -1.094056e+00, -2.053868e+00, 1.986244e-10, -1.106396e-10, 8.229378e-11, -1.423047e-10, 5.868291e+01, -3.189856e-01
3.929000e+02, 1.805421e-01, 9.051406e-07, 5.800124e-02, 8.058705e-07, -1.100593e+00, -2.681370e+00, -1.095556e+00, -2.051275e+00, 1.965931e-10, -1.104583e-10, 8.248742e-11, -1.416530e-10, 5.866247e+01, -3.212200e-01
3.958000e+02, 1.814927e-01, 9.053236e-07, 5.801997e-02, 8.081465e-07, -1.104176e+00, -2.679357e+00, -1.097059e+00, -2.048693e+00, 1.947035e-10, -1.103592e-10, 8.255758e-11, -1.408546e-10, 5.864189e+01, -3.234495e-01
