Frequency [MHz],|S0-0| [-],|S1-0| [-],|S2-0| [-],|S3-0| [-],Arg(S0-0) [rad],Arg(S1-0) [rad],Arg(S2-0) [rad],Arg(S3-0) [rad],Delay 0>0 [s],Delay 0>1 [s],Delay 0>2 [s],Delay 0>3 [s],|Z0| [Ohm],Arg(Z0) [rad]
7.467000e+02, 3.383978e+00, 3.112699e-06, 1.817757e-01, 3.662527e-06, 1.384667e+00, -1.071158e+00, 1.162413e-01, -4.353924e-01, -8.796719e-11, -1.795344e-10, -5.321565e-11, -1.606021e-10, 5.530993e+01, 2.574848e+00
7.496000e+02, 3.373837e+00, 3.103550e-06, 1.808730e-01, 3.658720e-06, 1.386270e+00, -1.067886e+00, 1.172110e-01, -4.324660e-01, -8.760298e-11, -1.789064e-10, -5.448374e-11, -1.599286e-10, 5.527614e+01, 2.573090e+00
7.525000e+02, 3.363765e+00, 3.094461e-06, 1.799749e-01, 3.654943e-06, 1.387866e+00, -1.064627e+00, 1.182038e-01, -4.295519e-01, -8.732148e-11, -1.784882e-10, -5.583375e-11, -1.590515e-10, 5.524229e+01, 2.571335e+00
7.554000e+02, 3.353782e+00, 3.085450e-06, 1.790802e-01, 3.651189e-06, 1.389457e+00, -1.061374e+00, 1.192211e-01, -4.266538e-01, -8.697205e-11, -1.779186e-10, -5.710273e-11, -1.585680e-10, 5.520831e+01, 2.569587e+00
7.583000e+02, 3.343868e+00, 3.076491e-06, 1.781900e-01, 3.647468e-06, 1.391042e+00, -1.058132e+00, 1.202616e-01, -4.237645e-01, -8.665969e-11, -1.775601e-10, -5.851618e-11, -1.576821e-10, 5.517425e+01, 2.567843e+00
7.612000e+02, 3.334032e+00, 3.067600e-06, 1.773034e-01, 3.643769e-06, 1.392621e+00, -1.054897e+00, 1.213278e-01, -4.208913e-01, -8.634215e-11, -1.770327e-10, -5.991660e-11, -1.569909e-10, 5.514009e+01, 2.566104e+00
7.641000e+02, 3.324264e+00, 3.058772e-06, 1.764203e-01, 3.640098e-06, 1.394194e+00, -1.051671e+00, 1.224196e-01, -4.180307e-01, -8.604553e-11, -1.764915e-10, -6.122651e-11, -1.562954e-10, 5.510586e+01, 2.564369e+00
7.670000e+02, 3.314575e+00, 3.050007e-06, 1.755428e-01, 3.636454e-06, 1.395762e+00, -1.048455e+00, 1.235352e-01, -4.151829e-01, -8.572814e-11, -1.759366e-10, -6.272999e-11, -1.555956e-10, 5.507151e+01, 2.562639e+00
7.699000e+02, 3.304953e+00, 3.041305e-06, 1.746678e-01, 3.632835e-06, 1.397324e+00, -1.045250e+00, 1.246782e-01, -4.123477e-01, -8.544781e-11, -1.757718e-10, -6.413454e-11, -1.548917e-10, 5.503709e+01, 2.560912e+00
7.728000e+02, 3.295408e+00, 3.032665e-06, 1.737984e-01, 3.629242e-06, 1.398881e+00, -1.042047e+00, 1.258469e-01, -4.095254e-01, -8.517568e-11, -1.750352e-10, -6.560308e-11, -1.543227e-10, 5.500256e+01, 2.559192e+00
7.757000e+02, 3.285940e+00, 3.024082e-06, 1.729327e-01, 3.625671e-06, 1.400433e+00, -1.038857e+00, 1.270422e-01, -4.067134e-01, -8.483914e-11, -1.747539e-10, -6.704897e-11, -1.535315e-10, 5.496792e+01, 2.557477e+00
7.786000e+02, 3.276529e+00, 3.015569e-06, 1.720715e-01, 3.622137e-06, 1.401979e+00, -1.035673e+00, 1.282639e-01, -4.039159e-01, -8.459592e-11, -1.742400e-10, -6.854315e-11, -1.528952e-10, 5.493323e+01, 2.555764e+00
7.815000e+02, 3.267204e+00, 3.007108e-06, 1.712149e-01, 3.618614e-06, 1.403521e+00, -1.032498e+00, 1.295129e-01, -4.011300e-01, -8.429396e-11, -1.737771e-10, -7.002244e-11, -1.522346e-10, 5.489840e+01, 2.554059e+00
7.844000e+02, 3.257935e+00, 2.998711e-06, 1.703630e-01, 3.615125e-06, 1.405056e+00, -1.029332e+00, 1.307888e-01, -3.983561e-01, -8.402382e-11, -1.732388e-10, -7.155050e-11, -1.516509e-10, 5.486351e+01, 2.552356e+00
7.873000e+02, 3.248742e+00, 2.990365e-06, 1.695157e-01, 3.611654e-06, 1.406587e+00, -1.026175e+00, 1.320925e-01, -3.955928e-01, -8.377910e-11, -1.729075e-10, -7.306354e-11, -1.509237e-10, 5.482852e+01, 2.550659e+00
7.902000e+02, 3.239625e+00, 2.982088e-06, 1.686731e-01, 3.608207e-06, 1.408114e+00, -1.023025e+00, 1.334238e-01, -3.928428e-01, -8.347212e-11, -1.725024e-10, -7.459340e-11, -1.503914e-10, 5.479340e+01, 2.548968e+00
7.931000e+02, 3.230563e+00, 2.973865e-06, 1.678352e-01, 3.604787e-06, 1.409635e+00, -1.019882e+00, 1.347830e-01, -3.901025e-01, -8.322942e-11, -1.720862e-10, -7.617273e-11, -1.496565e-10, 5.475824e+01, 2.547280e+00
7.960000e+02, 3.221576e+00, 2.965697e-06, 1.670019e-01, 3.601390e-06, 1.411152e+00, -1.016746e+00, 1.361710e-01, -3.873755e-01, -8.298588e-11, -1.716588e-10, -7.769147e-11, -1.490594e-10, 5.472296e+01, 2.545598e+00
7.989000e+02, 3.212654e+00, 2.957583e-06, 1.661744e-01, 3.598010e-06, 1.412664e+00, -1.013618e+00, 1.375866e-01, -3.846595e-01, -8.270164e-11, -1.711214e-10, -7.928428e-11, -1.483748e-10, 5.468758e+01, 2.543920e+00
8.018000e+02, 3.203797e+00, 2.949530e-06, 1.653505e-01, 3.594661e-06, 1.414171e+00, -1.010500e+00, 1.390313e-01, -3.819559e-01, -8.247807e-11, -1.708278e-10, -8.083540e-11, -1.478275e-10, 5.465213e+01, 2.542247e+00
8.047000e+02, 3.195004e+00, 2.941536e-06, 1.645324e-01, 3.591338e-06, 1.415673e+00, -1.007387e+00, 1.405042e-01, -3.792623e-01, -8.221382e-11, -1.703655e-10, -8.241573e-11, -1.472203e-10, 5.461657e+01, 2.540579e+00
8.076000e+02, 3.186275e+00, 2.933594e-06, 1.637190e-01, 3.588031e-06, 1.417171e+00, -1.004283e+00, 1.420059e-01, -3.765798e-01, -8.198583e-11, -1.698920e-10, -8.396454e-11, -1.466664e-10, 5.458093e+01, 2.538915e+00
8.105000e+02, 3.177620e+00, 2.925704e-06, 1.629113e-01, 3.584750e-06, 1.418665e+00, -1.001187e+00, 1.435358e-01, -3.739073e-01, -8.174981e-11, -1.695653e-10, -8.561021e-11, -1.459105e-10, 5.454518e+01, 2.537258e+00
8.134000e+02, 3.169019e+00, 2.917871e-06, 1.621084e-01, 3.581489e-06, 1.420155e+00, -9.980977e-01, 1.450958e-01, -3.712487e-01, -8.149936e-11, -1.692276e-10, -8.712236e-11, -1.454927e-10, 5.450935e+01, 2.535604e+00
8.163000e+02, 3.160481e+00, 2.910094e-06, 1.613113e-01, 3.578248e-06, 1.421640e+00, -9.950142e-01, 1.466832e-01, -3.685976e-01, -8.130218e-11, -1.687208e-10, -8.876604e-11, -1.447855e-10, 5.447343e+01, 2.533955e+00
8.192000e+02, 3.152017e+00, 2.902368e-06, 1.605189e-01, 3.575036e-06, 1.423121e+00, -9.919399e-01, 1.483007e-01, -3.659594e-01, -8.104706e-11, -1.684652e-10, -9.034111e-11, -1.443612e-10, 5.443739e+01, 2.532312e+00
8.221000e+02, 3.143606e+00, 2.894690e-06, 1.597324e-01, 3.571844e-06, 1.424598e+00, -9.888702e-01, 1.499468e-01, -3.633290e-01, -8.082850e-11, -1.679910e-10, -9.198208e-11, -1.435923e-10, 5.440129e+01, 2.530673e+00
8.250000e+02, 3.135257e+00, 2.887075e-06, 1.589506e-01, 3.568670e-06, 1.426071e+00, -9.858092e-01, 1.516228e-01, -3.607126e-01, -8.062087e-11, -1.675564e-10, -9.351766e-11, -1.432164e-10, 5.436509e+01, 2.529039e+00
8.279000e+02, 3.126972e+00, 2.879501e-06, 1.581746e-01, 3.565525e-06, 1.427540e+00, -9.827562e-01, 1.533268e-01, -3.581030e-01, -8.040690e-11, -1.673236e-10, -9.510034e-11, -1.425853e-10, 5.432879e+01, 2.527410e+00
8.308000e+02, 3.118748e+00, 2.871988e-06, 1.574045e-01, 3.562393e-06, 1.429005e+00, -9.797073e-01, 1.550597e-01, -3.555049e-01, -8.020404e-11, -1.667625e-10, -9.671614e-11, -1.418605e-10, 5.429239e+01, 2.525787e+00
8.337000e+02, 3.110587e+00, 2.864523e-06, 1.566392e-01, 3.559288e-06, 1.430466e+00, -9.766687e-01, 1.568220e-01, -3.529200e-01, -7.998796e-11, -1.664570e-10, -9.827058e-11, -1.415665e-10, 5.425590e+01, 2.524169e+00
8.366000e+02, 3.102478e+00, 2.857103e-06, 1.558807e-01, 3.556198e-06, 1.431924e+00, -9.736356e-01, 1.586126e-01, -3.503405e-01, -7.977304e-11, -1.661928e-10, -9.984337e-11, -1.408352e-10, 5.421933e+01, 2.522554e+00
8.395000e+02, 3.094432e+00, 2.849743e-06, 1.551271e-01, 3.553133e-06, 1.433378e+00, -9.706074e-01, 1.604318e-01, -3.477743e-01, -7.960466e-11, -1.658683e-10, -1.014429e-10, -1.403910e-10, 5.418266e+01, 2.520945e+00
8.424000e+02, 3.086446e+00, 2.842427e-06, 1.543793e-01, 3.550087e-06, 1.434828e+00, -9.675851e-01, 1.622803e-01, -3.452162e-01, -7.939503e-11, -1.652657e-10, -1.030423e-10, -1.398506e-10, 5.414589e+01, 2.519341e+00
8.453000e+02, 3.078523e+00, 2.835158e-06, 1.536364e-01, 3.547071e-06, 1.436275e+00, -9.645737e-01, 1.641578e-01, -3.426680e-01, -7.920859e-11, -1.650810e-10, -1.045369e-10, -1.393488e-10, 5.410903e+01, 2.517743e+00
8.482000e+02, 3.070650e+00, 2.827939e-06, 1.529004e-01, 3.544063e-06, 1.437718e+00, -9.615658e-01, 1.660626e-01, -3.401289e-01, -7.900490e-11, -1.647760e-10, -1.060641e-10, -1.387507e-10, 5.407207e+01, 2.516149e+00
8.511000e+02, 3.062839e+00, 2.820777e-06, 1.521703e-01, 3.541076e-06, 1.439158e+00, -9.585633e-01, 1.679952e-01, -3.376007e-01, -7.884849e-11, -1.642540e-10, -1.076628e-10, -1.383472e-10, 5.403503e+01, 2.514561e+00
8.540000e+02, 3.055089e+00, 2.813653e-06, 1.514450e-01, 3.538116e-06, 1.440594e+00, -9.555704e-01, 1.699570e-01, -3.350798e-01, -7.864533e-11, -1.640877e-10, -1.091498e-10, -1.377430e-10, 5.399788e+01, 2.512978e+00
8.569000e+02, 3.047390e+00, 2.806591e-06, 1.507267e-01, 3.535175e-06, 1.442027e+00, -9.525805e-01, 1.719458e-01, -3.325700e-01, -7.847266e-11, -1.636606e-10, -1.107342e-10, -1.372828e-10, 5.396065e+01, 2.511400e+00
8.598000e+02, 3.039742e+00, 2.799558e-06, 1.500132e-01, 3.532250e-06, 1.443457e+00, -9.495984e-01, 1.739635e-01, -3.300685e-01, -7.829968e-11, -1.633159e-10, -1.121296e-10, -1.368205e-10, 5.392333e+01, 2.509825e+00
8.627000e+02, 3.032154e+00, 2.792582e-06, 1.493067e-01, 3.529342e-06, 1.444884e+00, -9.466226e-01, 1.760067e-01, -3.275755e-01, -7.813886e-11, -1.630758e-10, -1.136680e-10, -1.362582e-10, 5.388591e+01, 2.508257e+00
8.656000e+02, 3.024627e+00, 2.785653e-06, 1.486061e-01, 3.526462e-06, 1.446308e+00, -9.436512e-01, 1.780778e-01, -3.250927e-01, -7.796803e-11, -1.626675e-10, -1.152085e-10, -1.357905e-10, 5.384839e+01, 2.506695e+00
8.685000e+02, 3.017150e+00, 2.778765e-06, 1.479104e-01, 3.523598e-06, 1.447728e+00, -9.406872e-01, 1.801771e-01, -3.226184e-01, -7.779218e-11, -1.622928e-10, -1.165879e-10, -1.353207e-10, 5.381078e+01, 2.505137e+00
8.714000e+02, 3.009723e+00, 2.771933e-06, 1.472216e-01, 3.520748e-06, 1.449146e+00, -9.377300e-01, 1.823015e-01, -3.201527e-01, -7.763321e-11, -1.621428e-10, -1.180763e-10, -1.348975e-10, 5.377309e+01, 2.503583e+00
8.743000e+02, 3.002356e+00, 2.765139e-06, 1.465388e-01, 3.517924e-06, 1.450560e+00, -9.347756e-01, 1.844530e-01, -3.176947e-01, -7.748322e-11, -1.617079e-10, -1.194977e-10, -1.342745e-10, 5.373530e+01, 2.502036e+00
8.772000e+02, 2.995039e+00, 2.758386e-06, 1.458619e-01, 3.515117e-06, 1.451972e+00, -9.318290e-01, 1.866303e-01, -3.152480e-01, -7.734994e-11, -1.613045e-10, -1.208878e-10, -1.339462e-10, 5.369741e+01, 2.500493e+00
8.801000e+02, 2.987781e+00, 2.751687e-06, 1.451909e-01, 3.512321e-06, 1.453382e+00, -9.288899e-01, 1.888331e-01, -3.128074e-01, -7.718988e-11, -1.611303e-10, -1.223575e-10, -1.333665e-10, 5.365942e+01, 2.498957e+00
8.830000e+02, 2.980574e+00, 2.745026e-06, 1.445259e-01, 3.509552e-06, 1.454788e+00, -9.259539e-01, 1.910626e-01, -3.103773e-01, -7.702495e-11, -1.608287e-10, -1.236832e-10, -1.330815e-10, 5.362133e+01, 2.497425e+00
8.859000e+02, 2.973415e+00, 2.738411e-06, 1.438669e-01, 3.506803e-06, 1.456192e+00, -9.230234e-01, 1.933162e-01, -3.079524e-01, -7.689189e-11, -1.605183e-10, -1.250876e-10, -1.324484e-10, 5.358317e+01, 2.495898e+00
8.888000e+02, 2.966306e+00, 2.731841e-06, 1.432138e-01, 3.504071e-06, 1.457593e+00, -9.200985e-01, 1.955955e-01, -3.055390e-01, -7.675644e-11, -1.601990e-10, -1.263828e-10, -1.321120e-10, 5.354491e+01, 2.494376e+00
8.917000e+02, 2.959257e+00, 2.725315e-06, 1.425676e-01, 3.501349e-06, 1.458991e+00, -9.171795e-01, 1.978983e-01, -3.031317e-01, -7.659308e-11, -1.598342e-10, -1.276790e-10, -1.316710e-10, 5.350655e+01, 2.492860e+00
8.946000e+02, 2.952246e+00, 2.718821e-06, 1.419274e-01, 3.498650e-06, 1.460387e+00, -9.142671e-01, 2.002248e-01, -3.007325e-01, -7.648471e-11, -1.595346e-10, -1.290935e-10, -1.312272e-10, 5.346812e+01, 2.491347e+00
8.975000e+02, 2.945294e+00, 2.712384e-06, 1.412922e-01, 3.495974e-06, 1.461781e+00, -9.113602e-01, 2.025771e-01, -2.983414e-01, -7.637112e-11, -1.593135e-10, -1.303171e-10, -1.307348e-10, 5.342957e+01, 2.489841e+00
9.004000e+02, 2.938401e+00, 2.705984e-06, 1.406640e-01, 3.493309e-06, 1.463172e+00, -9.084573e-01, 2.049516e-01, -2.959593e-01, -7.621260e-11, -1.592458e-10, -1.315424e-10, -1.304367e-10, 5.339091e+01, 2.488343e+00
9.033000e+02, 2.931547e+00, 2.699626e-06, 1.400417e-01, 3.490664e-06, 1.464561e+00, -9.055557e-01, 2.073485e-01, -2.935825e-01, -7.610703e-11, -1.585991e-10, -1.328452e-10, -1.298350e-10, 5.335218e+01, 2.486847e+00
9.062000e+02, 2.924742e+00, 2.693313e-06, 1.394253e-01, 3.488043e-06, 1.465948e+00, -9.026658e-01, 2.097691e-01, -2.912168e-01, -7.597909e-11, -1.586421e-10, -1.340328e-10, -1.295776e-10, 5.331335e+01, 2.485356e+00
9.091000e+02, 2.917994e+00, 2.687033e-06, 1.388150e-01, 3.485430e-06, 1.467332e+00, -8.997752e-01, 2.122113e-01, -2.888557e-01, -7.586366e-11, -1.579775e-10, -1.351740e-10, -1.291071e-10, 5.327442e+01, 2.483873e+00
9.120000e+02, 2.911286e+00, 2.680799e-06, 1.382115e-01, 3.482838e-06, 1.468714e+00, -8.968966e-01, 2.146743e-01, -2.865032e-01, -7.574497e-11, -1.581673e-10, -1.364044e-10, -1.287247e-10, 5.323540e+01, 2.482393e+00
9.149000e+02, 2.904635e+00, 2.674603e-06, 1.376131e-01, 3.480265e-06, 1.470094e+00, -8.940146e-01, 2.171598e-01, -2.841577e-01, -7.564001e-11, -1.574849e-10, -1.375887e-10, -1.282809e-10, 5.319629e+01, 2.480920e+00
9.178000e+02, 2.898023e+00, 2.668451e-06, 1.370206e-01, 3.477703e-06, 1.471473e+00, -8.911450e-01, 2.196668e-01, -2.818203e-01, -7.553083e-11, -1.575014e-10, -1.386434e-10, -1.279533e-10, 5.315708e+01, 2.479450e+00
9.207000e+02, 2.891469e+00, 2.662333e-06, 1.364351e-01, 3.475168e-06, 1.472849e+00, -8.882752e-01, 2.221931e-01, -2.794888e-01, -7.541767e-11, -1.571212e-10, -1.398319e-10, -1.275057e-10, 5.311777e+01, 2.477988e+00
9.236000e+02, 2.884953e+00, 2.656269e-06, 1.358545e-01, 3.472644e-06, 1.474223e+00, -8.854122e-01, 2.247410e-01, -2.771655e-01, -7.531817e-11, -1.569643e-10, -1.407989e-10, -1.271453e-10, 5.307837e+01, 2.476530e+00
9.265000e+02, 2.878494e+00, 2.650232e-06, 1.352808e-01, 3.470137e-06, 1.475596e+00, -8.825521e-01, 2.273065e-01, -2.748488e-01, -7.521583e-11, -1.565386e-10, -1.419432e-10, -1.267676e-10, 5.303887e+01, 2.475079e+00
9.294000e+02, 2.872074e+00, 2.644236e-06, 1.347122e-01, 3.467649e-06, 1.476966e+00, -8.796998e-01, 2.298929e-01, -2.725389e-01, -7.512765e-11, -1.563968e-10, -1.428986e-10, -1.263454e-10, 5.299928e+01, 2.473632e+00
9.323000e+02, 2.865701e+00, 2.638280e-06, 1.341504e-01, 3.465169e-06, 1.478335e+00, -8.768501e-01, 2.324967e-01, -2.702367e-01, -7.503528e-11, -1.560884e-10, -1.439962e-10, -1.260367e-10, 5.295959e+01, 2.472190e+00
9.352000e+02, 2.859376e+00, 2.632357e-06, 1.335937e-01, 3.462716e-06, 1.479702e+00, -8.740059e-01, 2.351205e-01, -2.679402e-01, -7.493867e-11, -1.560931e-10, -1.448581e-10, -1.256680e-10, 5.291981e+01, 2.470754e+00
9.381000e+02, 2.853098e+00, 2.626479e-06, 1.330438e-01, 3.460280e-06, 1.481068e+00, -8.711617e-01, 2.377600e-01, -2.656503e-01, -7.485702e-11, -1.554762e-10, -1.459063e-10, -1.252561e-10, 5.287993e+01, 2.469324e+00
9.410000e+02, 2.846867e+00, 2.620635e-06, 1.324989e-01, 3.457851e-06, 1.482432e+00, -8.683288e-01, 2.404186e-01, -2.633680e-01, -7.475444e-11, -1.554659e-10, -1.468115e-10, -1.249558e-10, 5.283994e+01, 2.467900e+00
9.439000e+02, 2.840674e+00, 2.614836e-06, 1.319599e-01, 3.455449e-06, 1.483794e+00, -8.654960e-01, 2.430937e-01, -2.610912e-01, -7.470079e-11, -1.552659e-10, -1.477092e-10, -1.245560e-10, 5.279988e+01, 2.466480e+00
9.468000e+02, 2.834539e+00, 2.609061e-06, 1.314268e-01, 3.453053e-06, 1.485155e+00, -8.626668e-01, 2.457851e-01, -2.588216e-01, -7.460972e-11, -1.549462e-10, -1.485988e-10, -1.242265e-10, 5.275970e+01, 2.465068e+00
9.497000e+02, 2.828440e+00, 2.603332e-06, 1.308997e-01, 3.450674e-06, 1.486514e+00, -8.598435e-01, 2.484928e-01, -2.565581e-01, -7.451526e-11, -1.547557e-10, -1.493985e-10, -1.239044e-10, 5.271943e+01, 2.463659e+00
9.526000e+02, 2.822378e+00, 2.597641e-06, 1.303784e-01, 3.448320e-06, 1.487872e+00, -8.570237e-01, 2.512150e-01, -2.543004e-01, -7.446856e-11, -1.545585e-10, -1.502295e-10, -1.235309e-10, 5.267908e+01, 2.462255e+00
9.555000e+02, 2.816374e+00, 2.591988e-06, 1.298631e-01, 3.445971e-06, 1.489229e+00, -8.542074e-01, 2.539524e-01, -2.520495e-01, -7.436642e-11, -1.541948e-10, -1.511176e-10, -1.232355e-10, 5.263861e+01, 2.460859e+00
9.584000e+02, 2.810406e+00, 2.586366e-06, 1.293527e-01, 3.443648e-06, 1.490584e+00, -8.513978e-01, 2.567059e-01, -2.498040e-01, -7.433475e-11, -1.542841e-10, -1.518497e-10, -1.229138e-10, 5.259806e+01, 2.459468e+00
9.613000e+02, 2.804485e+00, 2.580780e-06, 1.288481e-01, 3.441339e-06, 1.491939e+00, -8.485866e-01, 2.594728e-01, -2.475643e-01, -7.424502e-11, -1.537670e-10, -1.525707e-10, -1.225363e-10, 5.255740e+01, 2.458083e+00
9.642000e+02, 2.798601e+00, 2.575232e-06, 1.283495e-01, 3.439036e-06, 1.493292e+00, -8.457848e-01, 2.622528e-01, -2.453316e-01, -7.418646e-11, -1.536846e-10, -1.533513e-10, -1.222505e-10, 5.251665e+01, 2.456702e+00
9.671000e+02, 2.792764e+00, 2.569714e-06, 1.278557e-01, 3.436756e-06, 1.494643e+00, -8.429844e-01, 2.650471e-01, -2.431040e-01, -7.414358e-11, -1.533119e-10, -1.539380e-10, -1.219395e-10, 5.247581e+01, 2.455327e+00
9.700000e+02, 2.786973e+00, 2.564240e-06, 1.273688e-01, 3.434491e-06, 1.495994e+00, -8.401909e-01, 2.678520e-01, -2.408821e-01, -7.406268e-11, -1.533767e-10, -1.547713e-10, -1.216493e-10, 5.243485e+01, 2.453959e+00
9.729000e+02, 2.781219e+00, 2.558801e-06, 1.268857e-01, 3.432249e-06, 1.497344e+00, -8.373962e-01, 2.706721e-01, -2.386655e-01, -7.403217e-11, -1.531180e-10, -1.552493e-10, -1.213128e-10, 5.239382e+01, 2.452596e+00
9.758000e+02, 2.775512e+00, 2.553385e-06, 1.264095e-01, 3.430012e-06, 1.498693e+00, -8.346062e-01, 2.735010e-01, -2.364551e-01, -7.396411e-11, -1.527240e-10, -1.559886e-10, -1.210129e-10, 5.235266e+01, 2.451239e+00
9.787000e+02, 2.769841e+00, 2.548012e-06, 1.259381e-01, 3.427787e-06, 1.500040e+00, -8.318234e-01, 2.763433e-01, -2.342500e-01, -7.392642e-11, -1.527717e-10, -1.565931e-10, -1.207329e-10, 5.231143e+01, 2.449887e+00
9.816000e+02, 2.764216e+00, 2.542674e-06, 1.254716e-01, 3.425586e-06, 1.501387e+00, -8.290397e-01, 2.791966e-01, -2.320501e-01, -7.390476e-11, -1.525089e-10, -1.571075e-10, -1.204296e-10, 5.227008e+01, 2.448541e+00
9.845000e+02, 2.758637e+00, 2.537372e-06, 1.250109e-01, 3.423398e-06, 1.502734e+00, -8.262608e-01, 2.820593e-01, -2.298558e-01, -7.382631e-11, -1.523865e-10, -1.577730e-10, -1.201406e-10, 5.222862e+01, 2.447203e+00
9.874000e+02, 2.753095e+00, 2.532098e-06, 1.245550e-01, 3.421222e-06, 1.504079e+00, -8.234841e-01, 2.849341e-01, -2.276667e-01, -7.380439e-11, -1.521114e-10, -1.581759e-10, -1.198861e-10, 5.218709e+01, 2.445869e+00
9.903000e+02, 2.747589e+00, 2.526859e-06, 1.241049e-01, 3.419069e-06, 1.505424e+00, -8.207124e-01, 2.878163e-01, -2.254822e-01, -7.375241e-11, -1.518294e-10, -1.587323e-10, -1.196095e-10, 5.214545e+01, 2.444540e+00
9.932000e+02, 2.742129e+00, 2.521655e-06, 1.236596e-01, 3.416928e-06, 1.506768e+00, -8.179459e-01, 2.907086e-01, -2.233028e-01, -7.372399e-11, -1.516901e-10, -1.591058e-10, -1.193160e-10, 5.210371e+01, 2.443218e+00
9.961000e+02, 2.736705e+00, 2.516479e-06, 1.232201e-01, 3.414799e-06, 1.508111e+00, -8.151819e-01, 2.936077e-01, -2.211287e-01, -7.369261e-11, -1.517047e-10, -1.597663e-10, -1.190370e-10, 5.206188e+01, 2.441901e+00
9.990000e+02, 2.731317e+00, 2.511337e-06, 1.227844e-01, 3.412681e-06, 1.509454e+00, -8.124177e-01, 2.965188e-01, -2.189597e-01, -7.366232e-11, -1.514048e-10, -1.600698e-10, -1.187913e-10, 5.201994e+01, 2.440589e+00
1.001900e+03, 2.725985e+00, 2.506229e-06, 1.223544e-01, 3.410586e-06, 1.510796e+00, -8.096589e-01, 2.994355e-01, -2.167951e-01, -7.365236e-11, -1.514082e-10, -1.603984e-10, -1.185250e-10, 5.197790e+01, 2.439286e+00
1.004800e+03, 2.720679e+00, 2.501155e-06, 1.219301e-01, 3.408501e-06, 1.512138e+00, -8.069001e-01, 3.023581e-01, -2.146355e-01, -7.360300e-11, -1.510957e-10, -8.804158e-08, -1.182575e-10, 5.193576e+01, 2.437986e+00
1.007700e+03, 2.715419e+00, 2.496116e-06, 1.453221e-01, 3.406428e-06, 1.513480e+00, -8.041469e-01, 1.906585e+00, -2.124807e-01, -7.359907e-11, -1.509296e-10, 7.236125e-12, -1.180384e-10, 5.189352e+01, 2.436694e+00
1.010600e+03, 2.710195e+00, 2.491102e-06, 1.447192e-01, 3.404375e-06, 1.514821e+00, -8.013968e-01, 1.906453e+00, -2.103299e-01, -7.357208e-11, -1.506048e-10, 6.540650e-12, -1.177682e-10, 5.185118e+01, 2.435407e+00
1.013500e+03, 2.705006e+00, 2.486123e-06, 1.441190e-01, 3.402334e-06, 1.516161e+00, -7.986526e-01, 1.906334e+00, -2.081840e-01, -7.357326e-11, -1.508986e-10, 5.872174e-12, -1.175127e-10, 5.180874e+01, 2.434125e+00
1.016400e+03, 2.699863e+00, 2.481177e-06, 1.435216e-01, 3.400303e-06, 1.517502e+00, -7.959030e-01, 1.906227e+00, -2.060428e-01, -7.353993e-11, -1.504046e-10, 5.285077e-12, -1.173047e-10, 5.176619e+01, 2.432851e+00
1.019300e+03, 2.694756e+00, 2.476257e-06, 1.429280e-01, 3.398292e-06, 1.518842e+00, -7.931625e-01, 1.906130e+00, -2.039053e-01, -7.352400e-11, -1.502196e-10, 4.636182e-12, -1.170948e-10, 5.172355e+01, 2.431582e+00
1.022200e+03, 2.689685e+00, 2.471376e-06, 1.423372e-01, 3.396301e-06, 1.520181e+00, -7.904253e-01, 1.906046e+00, -2.017717e-01, -7.353566e-11, -1.503412e-10, 3.942342e-12, -1.168030e-10, 5.168081e+01, 2.430318e+00
1.025100e+03, 2.684659e+00, 2.466522e-06, 1.417491e-01, 3.394310e-06, 1.521521e+00, -7.876859e-01, 1.905974e+00, -1.996434e-01, -7.352415e-11, -1.501447e-10, 3.239596e-12, -1.166382e-10, 5.163796e+01, 2.429062e+00
1.028000e+03, 2.679658e+00, 2.461694e-06, 1.411638e-01, 3.392349e-06, 1.522861e+00, -7.849501e-01, 1.905915e+00, -1.975181e-01, -7.352972e-11, -1.499425e-10, 2.693122e-12, -1.163763e-10, 5.159501e+01, 2.427810e+00
1.030900e+03, 2.674703e+00, 2.456904e-06, 1.405821e-01, 3.390387e-06, 1.524201e+00, -7.822179e-01, 1.905866e+00, -1.953976e-01, -7.353169e-11, -1.497349e-10, 2.010736e-12, -1.162078e-10, 5.155196e+01, 2.426565e+00
1.033800e+03, 2.669794e+00, 2.452141e-06, 1.400033e-01, 3.388455e-06, 1.525541e+00, -7.794896e-01, 1.905829e+00, -1.932802e-01, -7.351196e-11, -1.496797e-10, 1.319731e-12, -1.159601e-10, 5.150879e+01, 2.425329e+00
1.036700e+03, 2.664909e+00, 2.447409e-06, 1.394271e-01, 3.386522e-06, 1.526880e+00, -7.767622e-01, 1.905805e+00, -1.911672e-01, -7.352833e-11, -1.494623e-10, 6.573744e-13, -1.157880e-10, 5.146554e+01, 2.424096e+00
1.039600e+03, 2.660071e+00, 2.442702e-06, 1.388537e-01, 3.384618e-06, 1.528220e+00, -7.740388e-01, 1.905793e+00, -1.890574e-01, -7.354475e-11, -1.493972e-10, 1.172172e-13, -1.155387e-10, 5.142218e+01, 2.422871e+00
1.042500e+03, 2.655257e+00, 2.438028e-06, 1.382839e-01, 3.382713e-06, 1.529560e+00, -7.713166e-01, 1.905791e+00, -1.869522e-01, -7.353444e-11, -1.493269e-10, -4.672887e-13, -1.153951e-10, 5.137871e+01, 2.421649e+00
